
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
17:08:05	-0,2	0,942	0,772	0,831	0,368	0,409	0,578	0,335	0,476	0,019	0,101	0,070	0,040	-0,084	0,086	0,364	0,362	
17:09:05	-0,2	1,087	0,871	0,948	0,504	0,544	0,685	0,440	0,585	0,122	0,158	0,148	0,107	-0,020	0,175	0,451	0,461	
17:10:05	-0,5	1,727	1,466	1,534	0,948	0,968	1,111	0,869	1,039	0,310	0,394	0,346	0,344	0,275	0,429	0,855	0,913	
17:11:05	-1,0	2,169	1,841	1,859	1,307	1,274	1,372	1,163	1,287	0,443	0,488	0,471	0,435	0,392	0,665	1,123	1,264	
17:12:05	-1,5	2,454	2,120	2,123	1,515	1,472	1,553	1,343	1,487	0,455	0,537	0,518	0,498	0,493	0,796	1,265	1,463	
17:13:05	-2,1	2,660	2,312	2,300	1,662	1,619	1,722	1,444	1,595	0,449	0,520	0,482	0,504	0,516	0,832	1,378	1,551	
17:14:05	-2,7	2,790	2,435	2,390	1,772	1,727	1,792	1,525	1,681	0,408	0,505	0,455	0,462	0,504	0,886	1,423	1,651	
17:15:05	-3,4	2,843	2,485	2,475	1,798	1,768	1,833	1,568	1,700	0,346	0,440	0,402	0,452	0,495	0,875	1,444	1,658	
17:16:05	-4,1	2,834	2,517	2,511	1,872	1,789	1,861	1,567	1,691	0,292	0,383	0,353	0,419	0,463	0,861	1,443	1,637	
17:17:06	-4,8	2,815	2,506	2,456	1,836	1,777	1,847	1,567	1,684	0,213	0,309	0,317	0,363	0,377	0,827	1,403	1,632	
17:18:06	-5,4	2,753	2,410	2,446	1,802	1,749	1,805	1,525	1,640	0,160	0,274	0,284	0,333	0,120	0,787	1,384	1,564	
17:19:06	-6,0	2,669	2,373	2,376	1,773	1,713	1,775	1,478	1,586	0,124	0,202	0,240	0,281	-0,065	0,728	1,331	1,526	
17:20:06	-6,6	2,602	2,302	2,321	1,687	1,659	1,715	1,408	1,532	0,094	0,194	0,170	0,230	-0,254	0,686	1,260	1,439	
17:21:06	-7,2	2,504	2,215	2,223	1,644	1,576	1,653	1,382	1,467	0,033	0,130	0,115	0,187	-0,359	0,652	1,202	1,356	
17:22:06	-7,8	2,407	2,162	2,164	1,585	1,539	1,614	1,337	1,408	-0,013	0,032	0,082	0,159	-0,514	0,598	1,136	1,292	
17:23:06	-8,3	2,331	2,069	2,079	1,495	1,463	1,544	1,248	1,323	-0,060	0,072	0,078	0,145	-0,634	0,572	1,106	1,220	
17:24:06	-8,8	2,226	1,971	2,052	1,437	1,407	1,474	1,187	1,277	-0,072	0,015	0,040	0,102	-0,740	0,520	1,051	1,157	
17:25:06	-9,3	2,145	1,938	1,957	1,384	1,363	1,412	1,135	1,203	-0,088	-0,010	0,022	0,080	-0,836	0,489	0,996	1,104	
17:26:06	-9,7	2,057	1,858	1,896	1,324	1,289	1,379	1,094	1,162	-0,106	-0,028	0,009	0,058	-0,971	0,436	0,937	1,033	
17:27:06	-10,1	2,000	1,783	1,837	1,278	1,258	1,329	1,056	1,131	-0,126	-0,042	-0,020	0,064	-1,082	0,465	0,901	0,997	
17:28:06	-10,5	1,925	1,735	1,788	1,232	1,209	1,290	1,045	1,070	-0,115	-0,027	-0,005	0,045	-1,160	0,444	0,884	0,963	
17:29:06	-10,9	1,905	1,707	1,757	1,188	1,160	1,293	0,989	1,020	-0,151	-0,045	-0,019	0,032	-1,270	0,402	0,855	0,934	
17:30:06	-11,3	1,834	1,649	1,705	1,132	1,157	1,245	0,964	1,012	-0,163	-0,066	-0,049	0,043	-1,372	0,377	0,840	0,892	
17:31:06	-11,7	1,759	1,601	1,630	1,098	1,102	1,203	0,929	0,974	-0,161	-0,092	-0,065	0,027	-1,457	0,345	0,785	0,836	
17:32:06	-12,0	1,693	1,521	1,585	1,045	1,064	1,153	0,867	0,947	-0,188	-0,082	-0,074	-0,012	-1,589	0,342	0,765	0,814	
17:33:06	-12,4	1,677	1,493	1,566	1,005	1,018	1,125	0,829	0,926	-0,168	-0,080	-0,066	0,027	-1,675	0,310	0,706	0,790	
17:34:06	-12,7	1,632	1,449	1,546	0,966	1,017	1,105	0,819	0,879	-0,170	-0,110	-0,092	-0,017	-1,792	0,285	0,686	0,738	
17:35:06	-13,0	1,598	1,438	1,496	0,947	0,994	1,067	0,795	0,859	-0,195	-0,102	-0,072	-0,017	-1,852	0,277	0,672	0,698	
17:36:06	-13,3	1,550	1,411	1,460	0,908	0,981	1,048	0,787	0,837	-0,196	-0,123	-0,093	-0,023	-1,982	0,264	0,663	0,696	
17:37:06	-13,6	1,480	1,339	1,409	0,862	0,912	1,010	0,735	0,800	-0,212	-0,120	-0,110	-0,011	-2,051	0,241	0,658	0,644	
17:38:06	-13,9	1,474	1,317	1,405	0,830	0,907	1,021	0,706	0,777	-0,200	-0,121	-0,083	-0,020	-2,127	0,245	0,619	0,671	
17:39:06	-14,1	1,446	1,297	1,360	0,787	0,881	0,982	0,732	0,760	-0,231	-0,124	-0,102	-0,047	-2,261	0,237	0,622	0,602	
17:40:06	-14,4	1,379	1,258	1,323	0,777	0,857	0,967	0,686	0,726	-0,224	-0,132	-0,088	-0,031	-2,351	0,219	0,586	0,588	
17:41:06	-14,6	1,369	1,241	1,322	0,741	0,814	0,951	0,687	0,709	-0,229	-0,146	-0,105	-0,052	-2,409	0,178	0,561	0,560	
17:42:06	-14,9	1,326	1,189	1,280	0,732	0,806	0,904	0,632	0,686	-0,213	-0,153	-0,114	-0,064	-2,522	0,185	0,564	0,537	
17:43:06	-15,1	1,294	1,183	1,270	0,673	0,782	0,903	0,630	0,667	-0,226	-0,158	-0,129	-0,055	-2,591	0,176	0,524	0,528	
17:44:06	-15,3	1,252	1,124	1,227	0,644	0,774	0,875	0,615	0,639	-0,247	-0,164	-0,112	-0,062	-2,678	0,152	0,522	0,503	
17:45:06	-15,6	1,214	1,123	1,194	0,616	0,747	0,866	0,583	0,629	-0,231	-0,171	-0,095	-0,049	-2,728	0,134	0,486	0,490	
17:46:06	-15,8	1,177	1,087	1,156	0,562	0,699	0,833	0,569	0,618	-0,247	-0,169	-0,128	-0,050	-2,819	0,132	0,480	0,451	
17:47:06	-16,0	1,168	1,048	1,151	0,553	0,712	0,810	0,559	0,610	-0,229	-0,151	-0,130	-0,074	-2,914	0,135	0,460	0,423	
17:48:06	-16,2	1,122	1,046	1,099	0,507	0,693	0,789	0,509	0,576	-0,246	-0,173	-0,126	-0,074	-2,984	0,090	0,450	0,400	
17:49:06	-16,4	1,101	1,006	1,104	0,480	0,634	0,785	0,510	0,550	-0,252	-0,173	-0,143	-0,085	-3,051	0,112	0,425	0,374	
17:50:06	-16,5	1,067	0,976	1,068	0,469	0,612	0,766	0,501	0,524	-0,262	-0,160	-0,162	-0,077	-3,169	0,104	0,396	0,370	
17:51:06	-16,7	1,040	0,961	1,051	0,405	0,630	0,724	0,478	0,507	-0,256	-0,187	-0,114	-0,096	-3,215	0,083	0,409	0,369	
17:52:06	-16,9	1,017	0,935	1,019	0,368	0,593	0,711	0,456	0,514	-0,263	-0,165	-0,170	-0,091	-3,282	0,052	0,382	0,330	
17:53:06	-17,0	0,993	0,890	1,006	0,329	0,590	0,698	0,435	0,501	-0,262	-0,166	-0,168	-0,103	-3,348	0,089	0,364	0,322	
17:54:06	-17,2	0,962	0,887	0,990	0,320	0,557	0,694	0,415	0,479	-0,256	-0,167	-0,147	-0,107	-3,427	0,059	0,375	0,301	
17:55:06	-17,3	0,963	0,865	0,965	0,292	0,572	0,674	0,418	0,473	-0,266	-0,199	-0,144	-0,093	-3,476	0,041	0,340	0,289	
17:56:06	-17,5	0,952	0,862	0,949	0,261	0,529	0,694	0,406	0,443	-0,261	-0,199	-0,150	-0,108	-3,558	0,037	0,342	0,298	
17:57:06	-17,6	0,933	0,827	0,931	0,228	0,530	0,682	0,383	0,442	-0,262	-0,215	-0,167	-0,114	-3,622	0,025	0,342	0,264	
17:58:06	-17,7	0,911	0,809	0,918	0,193	0,521	0,648	0,377	0,450	-0,257	-0,188	-0,175	-0,106	-3,663	0,020	0,305	0,230	
17:59:06	-17,9	0,879	0,823	0,899	0,169	0,495	0,653	0,367	0,433	-0,246	-0,206	-0,166	-0,126	-3,742	0,026	0,296	0,221	
18:00:06	-18,0	0,890	0,803	0,878	0,158	0,512	0,632	0,363	0,412	-0,255	-0,206	-0,172	-0,129	-3,804	0,010	0,323	0,226	
18:01:06	-18,1	0,851	0,795	0,886	0,131	0,495	0,602	0,346	0,408	-0,235	-0,200	-0,168	-0,117	-3,861	-0,023	0,281	0,222	
18:02:06	-18,2	0,695	0,662	0,784	0,020	0,403	0,540	0,249	0,313	-0,292	-0,263	-0,215	-0,170	-3,985	-0,073	0,194	0,049	
18:03:06	-18,2	-0,371	-0,159	-0,005	-0,634	-0,193	-0,033	-0,318	-0,334	-0,598	-0,562	-0,502	-0,440	-4,330	-0,505	-0,413	-0,733	
18:04:06	-18,0	-1,366	-1,036	-0,814	-1,362	-0,875	-0,675	-0,944	-0,971	-0,835	-0,876	-0,763	-0,722	-4,621	-0,959	-1,000	-1,454	
18:05:06	-17,5	-2,094	-1,692	-1,409	-1,935	-1,380	-1,155	-1,402	-1,438	-1,003	-1,045	-0,930	-0,897	-4,776	-1,271	-1,400	-1,950	
18:06:06	-16,8	-2,292	-1,925	-1,681	-2,159	-1,599	-1,350	-1,628	-1,598	-0,986	-1,019	-0,928	-0,908	-4,702	-1,334	-1,518	-2,033	
18:07:06	-16,2	-1,497	-1,424	-1,139	-1,802	-1,216	-1,012	-1,228	-1,142	-0,611	-0,666	-0,633	-0,635	-4,353	-1,011	-1,086	-1,405	
18:08:06	-15,8	-0,309	-0,388	-0,212	-1,010	-0,449	-0,240	-0,498	-0,316	-0,192	-0,192	-0,200	-0,204	-3,873	-0,465	-0,355	-0,518	
18:09:06	-15,6	0,613	0,408	0,532	-0,372	0,182	0,333	0,108	0,277	0,085	0,168	0,088	0,098	-3,586	-0,030	0,182	0,128	
18:10:06	-15,7	1,067	0,879	0,956	0,026	0,571	0,748	0,444	0,620	0,221	0,288	0,232	0,218	-3,476	0,186	0,515	0,467	
18:11:06	-16,0	1,309	1,089	1,196	0,226	0,768	0,913	0,623	0,783	0,187	0,284	0,254	0,265	-3,511	0,288	0,644	0,617	
18:12:06	-16,3	1,387	1,215	1,314	0,301	0,844	0,967	0,684	0,833	0,150	0,229	0,208	0,221	-3,603	0,299	0,667	0,677	
18:13:06	-16,6	1,401	1,234	1,347	0,324	0,844	0,986	0,704	0,856	0,100	0,141	0,140	0,184	-3,698	0,275	0,677	0,652	
18:14:06	-16,9	1,402	1,251	1,349	0,313	0,841	0,977	0,702	0,814	0,016	0,089	0,092	0,115	-3,804	0,235	0,625	0,633	
18:15:06	-17,2	1,366	1,212	1,313	0,283	0,823	0,972	0,647	0,768	-0,065	0,028	0,059	0,078	-3,914	0,217	0,596	0,612	
18:16:06	-17,4	1,024	0,972	1,058	0,086	0,647	0,802	0,483	0,571	-0,154	-0,103	-0,078	-0,043	-4,102	0,059	0,430	0,273	
18:17:06	-17,5	-0,132	0,073	0,234	-0,650	-0,027	0,145	-0,191	-0,172	-0,493	-0,481	-0,419	-0,382	-4,527	-0,458	-0,271	-0,537	
18:18:06	-17,4	-1,133	-0,817	-0,594	-1,358	-0,694	-0,493	-0,838	-0,792	-0,745	-0,789	-0,696	-0,662	-4,833	-0,875	-0,821	-1,265	
18:19:06	-16,9	-1,812	-1,442	-1,169	-1,900	-1,215	-0,966	-1,289	-1,238	-0,904	-0,944	-0,844	-0,853	-4,948	-1,190	-1,262	-1,733	
18:20:06	-16,4	-1,919	-1,640	-1,365	-2,125	-1,359	-1,143	-1,430	-1,374	-0,874	-0,906	-0,808	-0,804	-4,858	-1,248	-1,295	-1,798	
18:21:06	-15,8	-1,042	-1,005	-0,783	-1,678	-0,885	-0,688	-0,986	-0,851	-0,504	-0,540	-0,483	-0,497	-4,491	-0,845	-0,817	-1,067	
18:22:06	-15,5	0,093	-0,063	0,116	-0,900	-0,204	-0,019	-0,310	-0,095	-0,099	-0,095	-0,102	-0,128	-4,046	-0,342	-0,132	-0,248	
18:23:06	-15,5	0,874	0,667	0,762	-0,327	0,384	0,524	0,234	0,438	0,152	0,231	0,196	0,149	-3,809	0,061	0,368	0,308	
18:24:06	-15,7	1,292	1,092	1,156	0,036	0,718	0,869	0,548	0,767	0,236	0,329	0,267	0,266	-3,725	0,237	0,629	0,588	
18:25:06	-16,0	1,489	1,286	1,349	0,185	0,876	1,033	0,705	0,904	0,235	0,308	0,279	0,307	-3,750	0,318	0,762	0,782	
18:26:06	-16,3	1,565	1,353	1,430	0,268	0,930	1,075	0,733	0,936	0,177	0,255	0,249	0,261	-3,830	0,309	0,770	0,786	
18:27:06	-16,7	1,543	1,387	1,433	0,283	0,958	1,091	0,723	0,933	0,099	0,166	0,187	0,198	-3,967	0,277	0,748	0,771	
18:28:06	-17,0	1,102	1,066	1,137	0,039	0,709	0,835	0,468	0,626	-0,080	-0,028	-0,002	0,052	-4,241	0,049	0,479	0,324	
18:29:06	-17,1	-0,037	0,142	0,290	-0,714	0,021	0,186	-0,195	-0,105	-0,443	-0,408	-0,357	-0,318	-4,657	-0,447	-0,202	-0,477	
18:30:06	-17,0	-1,040	-0,738	-0,547	-1,466	-0,656	-0,441	-0,816	-0,731	-0,735	-0,759	-0,683	-0,612	-4,956	-0,896	-0,793	-1,176	
18:31:07	-16,6	-1,677	-1,346	-1,079	-1,953	-1,134	-0,885	-1,272	-1,183	-0,849	-0,900	-0,816	-0,781	-5,075	-1,199	-1,160	-1,628	
18:32:07	-16,1	-1,803	-1,525	-1,257	-2,155	-1,289	-1,048	-1,402	-1,310	-0,792	-0,851	-0,769	-0,754	-5,021	-1,234	-1,243	-1,690	
18:33:07	-15,6	-0,984	-0,937	-0,705	-1,727	-0,845	-0,634	-1,020	-0,794	-0,492	-0,512	-0,470	-0,458	-4,635	-0,887	-0,742	-1,047	
18:34:07	-15,3	0,184	0,028	0,184	-0,969	-0,137	0,023	-0,320	-0,049	-0,076	-0,051	-0,033	-0,070	-4,230	-0,345	-0,083	-0,200	
18:35:07	-15,3	0,985	0,725	0,841	-0,400	0,443	0,572	0,191	0,489	0,180	0,237	0,203	0,193	-3,941	0,039	0,423	0,380	
18:36:07	-15,5	1,414	1,179	1,245	0,011	0,780	0,928	0,521	0,803	0,272	0,338	0,309	0,307	-3,875	0,231	0,698	0,686	
18:37:07	-15,8	1,610	1,383	1,439	0,161	0,962	1,074	0,670	0,946	0,225	0,327	0,309	0,323	-3,922	0,308	0,818	0,843	
18:38:07	-16,2	1,677	1,445	1,526	0,209	0,992	1,133	0,713	0,983	0,191	0,265	0,240	0,283	-3,971	0,296	0,807	0,821	
18:39:07	-16,6	1,649	1,486	1,530	0,237	1,022	1,136	0,711	0,977	0,117	0,199	0,201	0,217	-4,120	0,251	0,804	0,811	
18:40:07	-16,9	1,382	1,257	1,348	0,064	0,865	1,010	0,536	0,756	-0,004	0,017	0,067	0,097	-4,342	0,099	0,593	0,481	
18:41:07	-17,1	0,229	0,341	0,487	-0,644	0,173	0,353	-0,133	0,092	-0,388	-0,366	-0,299	-0,258	-4,772	-0,425	-0,068	-0,339	
18:42:07	-17,0	-0,818	-0,542	-0,354	-1,385	-0,506	-0,282	-0,780	-0,595	-0,660	-0,669	-0,609	-0,566	-5,066	-0,875	-0,654	-1,055	
18:43:07	-16,7	-1,537	-1,232	-0,920	-1,927	-0,982	-0,769	-1,257	-1,076	-0,820	-0,867	-0,765	-0,735	-5,244	-1,211	-1,075	-1,561	
18:44:07	-16,3	-1,793	-1,509	-1,238	-2,212	-1,247	-1,028	-1,513	-1,283	-0,830	-0,879	-0,783	-0,784	-5,205	-1,324	-1,236	-1,739	
18:45:07	-15,7	-1,468	-1,302	-1,049	-2,114	-1,113	-0,888	-1,352	-1,098	-0,643	-0,676	-0,612	-0,615	-4,992	-1,160	-1,048	-1,458	
18:46:07	-15,3	-0,367	-0,459	-0,262	-1,454	-0,481	-0,306	-0,757	-0,425	-0,232	-0,231	-0,257	-0,266	-4,559	-0,700	-0,402	-0,620	
18:47:07	-15,2	0,622	0,433	0,582	-0,749	0,208	0,338	-0,102	0,261	0,098	0,144	0,136	0,070	-4,225	-0,203	0,192	0,110	
18:48:07	-15,3	1,233	0,999	1,065	-0,252	0,645	0,786	0,332	0,701	0,274	0,340	0,305	0,278	-4,028	0,090	0,578	0,560	
18:49:07	-15,6	1,565	1,348	1,421	0,024	0,907	1,033	0,575	0,933	0,297	0,373	0,345	0,346	-4,022	0,204	0,801	0,794	
18:50:07	-15,9	1,681	1,466	1,558	0,138	1,013	1,153	0,670	1,028	0,248	0,311	0,334	0,313	-4,111	0,235	0,837	0,849	
18:51:07	-16,3	1,735	1,518	1,592	0,181	1,061	1,198	0,670	1,010	0,166	0,277	0,260	0,265	-4,204	0,213	0,834	0,839	
18:52:07	-16,7	0,861	0,895	0,993	-0,276	0,614	0,769	0,211	0,505	-0,110	-0,096	-0,024	-0,009	-4,588	-0,164	0,343	0,166	
18:53:07	-16,8	-0,252	-0,048	0,145	-1,042	-0,110	0,082	-0,470	-0,206	-0,472	-0,477	-0,408	-0,368	-5,023	-0,685	-0,308	-0,664	
18:54:07	-16,6	-1,128	-0,823	-0,636	-1,702	-0,707	-0,498	-1,056	-0,801	-0,714	-0,741	-0,667	-0,647	-5,274	-1,102	-0,847	-1,285	
18:55:07	-16,2	-1,611	-1,306	-1,074	-2,126	-1,096	-0,881	-1,424	-1,138	-0,796	-0,851	-0,766	-0,753	-5,342	-1,324	-1,139	-1,627	
18:56:07	-15,7	-1,600	-1,367	-1,122	-2,222	-1,153	-0,916	-1,470	-1,163	-0,724	-0,748	-0,697	-0,711	-5,222	-1,323	-1,122	-1,600	
18:57:07	-15,3	-0,758	-0,758	-0,548	-1,767	-0,705	-0,494	-1,042	-0,676	-0,407	-0,389	-0,397	-0,395	-4,855	-0,940	-0,658	-0,937	
18:58:07	-15,1	0,359	0,203	0,338	-1,041	0,009	0,168	-0,354	0,073	-0,012	0,025	0,040	-0,044	-4,434	-0,445	0,029	-0,120	
18:59:07	-15,1	1,114	0,889	1,003	-0,447	0,539	0,696	0,131	0,608	0,218	0,284	0,251	0,243	-4,210	-0,076	0,500	0,452	
19:00:07	-15,4	1,528	1,280	1,374	-0,094	0,858	1,018	0,443	0,898	0,302	0,393	0,329	0,325	-4,116	0,109	0,761	0,728	
19:01:07	-15,7	1,688	1,483	1,551	0,082	1,018	1,154	0,586	1,036	0,281	0,359	0,322	0,341	-4,159	0,183	0,863	0,853	
19:02:07	-16,1	1,758	1,539	1,622	0,117	1,055	1,182	0,609	1,032	0,232	0,291	0,291	0,298	-4,269	0,161	0,859	0,854	
19:03:07	-16,4	0,927	0,938	1,023	-0,345	0,621	0,776	0,178	0,531	-0,084	-0,043	0,017	0,041	-4,637	-0,215	0,388	0,192	
19:04:07	-16,6	-0,194	0,013	0,181	-1,093	-0,074	0,115	-0,505	-0,164	-0,464	-0,440	-0,376	-0,334	-5,049	-0,714	-0,254	-0,642	
19:05:07	-16,4	-1,066	-0,770	-0,574	-1,713	-0,670	-0,461	-1,066	-0,754	-0,694	-0,704	-0,639	-0,612	-5,292	-1,124	-0,775	-1,248	
19:06:07	-16,1	-1,561	-1,264	-1,016	-2,157	-1,061	-0,835	-1,437	-1,102	-0,766	-0,811	-0,728	-0,704	-5,359	-1,344	-1,086	-1,600	
19:07:07	-15,6	-1,567	-1,343	-1,084	-2,244	-1,118	-0,901	-1,515	-1,119	-0,698	-0,735	-0,682	-0,681	-5,288	-1,352	-1,107	-1,585	
19:08:07	-15,2	-0,830	-0,795	-0,543	-1,835	-0,710	-0,517	-1,129	-0,665	-0,418	-0,398	-0,388	-0,403	-4,930	-1,026	-0,633	-0,992	
19:09:07	-14,9	0,330	0,150	0,308	-1,081	-0,015	0,147	-0,487	0,044	-0,029	0,013	-0,008	-0,012	-4,515	-0,530	-0,002	-0,171	
19:10:07	-15,0	1,098	0,855	0,984	-0,522	0,527	0,655	0,056	0,594	0,226	0,295	0,262	0,223	-4,256	-0,157	0,488	0,397	
19:11:07	-15,2	1,531	1,292	1,369	-0,165	0,866	0,992	0,363	0,895	0,303	0,381	0,368	0,341	-4,194	0,039	0,769	0,735	
19:12:07	-15,6	1,754	1,507	1,590	0,027	1,039	1,185	0,518	1,036	0,298	0,368	0,354	0,358	-4,224	0,135	0,896	0,878	
19:13:07	-16,0	1,822	1,578	1,670	0,113	1,102	1,230	0,568	1,068	0,246	0,294	0,299	0,320	-4,307	0,137	0,926	0,890	
19:14:07	-16,3	1,189	1,124	1,200	-0,252	0,743	0,922	0,256	0,694	-0,010	0,063	0,040	0,117	-4,629	-0,186	0,533	0,322	
19:15:07	-16,5	0,020	0,193	0,341	-1,016	0,060	0,251	-0,479	-0,029	-0,406	-0,370	-0,287	-0,267	-5,057	-0,702	-0,154	-0,510	
19:16:07	-16,4	-0,910	-0,631	-0,422	-1,666	-0,574	-0,342	-1,054	-0,657	-0,655	-0,673	-0,590	-0,572	-5,320	-1,152	-0,684	-1,181	
19:17:07	-16,1	-1,476	-1,186	-0,927	-2,137	-0,997	-0,746	-1,454	-1,050	-0,775	-0,812	-0,735	-0,700	-5,451	-1,392	-1,037	-1,595	
19:18:07	-15,7	-1,572	-1,348	-1,075	-2,295	-1,149	-0,896	-1,590	-1,142	-0,723	-0,771	-0,707	-0,682	-5,410	-1,441	-1,111	-1,663	
19:19:07	-15,2	-1,040	-0,936	-0,717	-2,015	-0,824	-0,653	-1,302	-0,798	-0,486	-0,486	-0,450	-0,470	-5,089	-1,192	-0,773	-1,180	
19:20:07	-14,9	0,156	0,009	0,172	-1,289	-0,160	0,039	-0,642	-0,058	-0,081	-0,040	-0,083	-0,098	-4,674	-0,683	-0,086	-0,325	
19:21:07	-14,9	1,005	0,767	0,883	-0,656	0,458	0,589	-0,103	0,526	0,179	0,247	0,216	0,185	-4,403	-0,289	0,424	0,279	
19:22:07	-15,1	1,513	1,248	1,319	-0,252	0,803	0,993	0,272	0,870	0,284	0,367	0,346	0,321	-4,312	-0,062	0,721	0,659	
19:23:07	-15,5	1,717	1,481	1,576	-0,044	1,018	1,169	0,425	1,032	0,305	0,383	0,334	0,367	-4,286	0,050	0,881	0,820	
19:24:07	-15,9	1,823	1,583	1,678	0,047	1,111	1,212	0,496	1,086	0,256	0,335	0,309	0,336	-4,359	0,055	0,911	0,849	
19:25:07	-16,3	1,283	1,212	1,288	-0,238	0,795	0,984	0,222	0,759	0,040	0,094	0,134	0,151	-4,636	-0,211	0,598	0,389	
19:26:07	-16,5	0,130	0,319	0,444	-0,942	0,132	0,334	-0,435	0,063	-0,338	-0,320	-0,246	-0,236	-5,090	-0,704	-0,055	-0,462	
19:27:07	-16,4	-0,780	-0,517	-0,306	-1,637	-0,486	-0,272	-1,035	-0,562	-0,603	-0,649	-0,574	-0,525	-5,389	-1,165	-0,628	-1,128	
19:28:07	-16,1	-1,372	-1,084	-0,884	-2,114	-0,912	-0,702	-1,475	-0,973	-0,736	-0,775	-0,676	-0,694	-5,503	-1,447	-0,996	-1,556	
19:29:07	-15,7	-1,558	-1,305	-1,053	-2,334	-1,127	-0,858	-1,653	-1,111	-0,712	-0,769	-0,649	-0,689	-5,479	-1,497	-1,104	-1,680	
19:30:07	-15,3	-1,062	-0,973	-0,736	-2,075	-0,882	-0,631	-1,397	-0,812	-0,499	-0,521	-0,466	-0,487	-5,213	-1,287	-0,806	-1,221	
19:31:07	-15,0	0,086	-0,060	0,127	-1,381	-0,221	-0,010	-0,756	-0,105	-0,125	-0,069	-0,084	-0,103	-4,784	-0,791	-0,144	-0,417	
19:32:07	-15,0	0,938	0,723	0,835	-0,754	0,397	0,573	-0,217	0,502	0,176	0,248	0,209	0,164	-4,504	-0,391	0,407	0,214	
19:33:07	-15,2	1,511	1,219	1,302	-0,335	0,807	0,937	0,168	0,842	0,291	0,365	0,323	0,321	-4,376	-0,131	0,703	0,556	
19:34:07	-15,5	1,732	1,491	1,548	-0,093	1,012	1,160	0,363	1,023	0,320	0,386	0,366	0,360	-4,390	-0,042	0,875	0,771	
19:35:07	-15,9	1,808	1,586	1,638	-0,017	1,077	1,237	0,417	1,079	0,259	0,332	0,307	0,330	-4,465	-0,030	0,917	0,799	
19:36:07	-16,2	1,116	1,073	1,168	-0,398	0,736	0,893	0,072	0,653	-0,018	0,045	0,095	0,110	-4,784	-0,362	0,521	0,238	
19:37:07	-16,4	-0,007	0,175	0,358	-1,119	0,051	0,244	-0,598	-0,038	-0,367	-0,340	-0,306	-0,266	-5,190	-0,833	-0,145	-0,573	
19:38:07	-16,3	-0,882	-0,605	-0,404	-1,759	-0,553	-0,334	-1,172	-0,639	-0,608	-0,629	-0,550	-0,540	-5,472	-1,241	-0,675	-1,240	
19:39:07	-16,0	-1,414	-1,136	-0,857	-2,204	-0,980	-0,717	-1,564	-1,005	-0,745	-0,773	-0,664	-0,697	-5,602	-1,505	-1,020	-1,638	
19:40:07	-15,6	-1,513	-1,283	-1,028	-2,340	-1,109	-0,850	-1,680	-1,105	-0,689	-0,743	-0,645	-0,672	-5,549	-1,560	-1,079	-1,660	
19:41:07	-15,2	-0,976	-0,903	-0,670	-2,085	-0,826	-0,578	-1,418	-0,780	-0,443	-0,476	-0,451	-0,479	-5,252	-1,327	-0,753	-1,209	
19:42:07	-14,9	0,180	0,045	0,201	-1,383	-0,126	0,061	-0,761	-0,022	-0,095	-0,056	-0,043	-0,102	-4,826	-0,802	-0,100	-0,391	
19:43:07	-14,9	1,010	0,782	0,886	-0,763	0,436	0,612	-0,213	0,511	0,205	0,274	0,226	0,193	-4,563	-0,437	0,435	0,242	
19:44:07	-15,1	1,512	1,256	1,350	-0,352	0,815	0,967	0,116	0,868	0,322	0,381	0,333	0,339	-4,440	-0,175	0,739	0,617	
19:45:08	-15,5	1,753	1,494	1,575	-0,124	1,043	1,172	0,303	1,032	0,292	0,377	0,357	0,369	-4,449	-0,107	0,882	0,740	
19:46:08	-15,9	1,853	1,612	1,676	-0,030	1,096	1,251	0,354	1,106	0,241	0,326	0,318	0,325	-4,540	-0,105	0,895	0,746	
19:47:08	-16,2	1,055	1,027	1,135	-0,479	0,699	0,867	-0,030	0,618	-0,040	0,036	0,056	0,068	-4,879	-0,447	0,467	0,147	
19:48:08	-16,4	-0,050	0,150	0,312	-1,188	-0,002	0,217	-0,674	-0,050	-0,384	-0,369	-0,311	-0,312	-5,294	-0,934	-0,171	-0,645	
19:49:08	-16,3	-0,895	-0,629	-0,402	-1,835	-0,592	-0,340	-1,247	-0,635	-0,627	-0,639	-0,576	-0,556	-5,572	-1,350	-0,687	-1,302	
19:50:08	-16,0	-1,397	-1,127	-0,881	-2,267	-0,980	-0,734	-1,635	-0,981	-0,723	-0,784	-0,668	-0,692	-5,687	-1,600	-0,996	-1,650	
19:51:08	-15,5	-1,496	-1,255	-0,996	-2,407	-1,082	-0,844	-1,735	-1,076	-0,673	-0,682	-0,659	-0,640	-5,625	-1,617	-1,062	-1,708	
