
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
03:10:14	-15,4	-0,580	-0,349	-0,157	-2,355	-0,806	-0,099	-2,048	-0,443	-0,540	-0,543	-0,449	-0,657	-6,531	-2,380	-0,565	-2,156	
03:11:14	-15,2	-1,094	-0,846	-0,603	-2,766	-1,173	-0,465	-2,379	-0,804	-0,657	-0,641	-0,551	-0,740	-6,636	-2,560	-0,800	-2,493	
03:12:14	-14,9	-1,246	-1,010	-0,784	-2,896	-1,328	-0,611	-2,533	-0,889	-0,611	-0,589	-0,521	-0,715	-6,625	-2,574	-0,893	-2,557	
03:13:14	-14,6	-1,173	-0,997	-0,764	-2,918	-1,321	-0,592	-2,514	-0,870	-0,511	-0,480	-0,420	-0,644	-6,507	-2,584	-0,834	-2,511	
03:14:14	-14,2	-1,131	-0,936	-0,722	-2,900	-1,298	-0,589	-2,477	-0,829	-0,413	-0,403	-0,344	-0,573	-6,380	-2,508	-0,778	-2,441	
03:15:14	-13,9	-0,660	-0,593	-0,389	-2,621	-1,042	-0,359	-2,220	-0,545	-0,275	-0,219	-0,222	-0,426	-6,194	-2,310	-0,544	-2,100	
03:16:14	-13,8	0,396	0,253	0,394	-1,948	-0,436	0,260	-1,685	0,095	0,043	0,074	0,076	-0,181	-5,770	-1,911	0,030	-1,403	
03:17:14	-13,9	1,166	0,938	1,043	-1,382	0,095	0,737	-1,165	0,591	0,284	0,294	0,262	0,033	-5,515	-1,556	0,456	-0,858	
03:18:14	-14,1	1,658	1,402	1,500	-0,978	0,458	1,090	-0,821	0,959	0,338	0,382	0,303	0,125	-5,410	-1,381	0,754	-0,520	
03:19:14	-14,5	1,895	1,658	1,704	-0,788	0,631	1,265	-0,653	1,110	0,324	0,346	0,302	0,106	-5,429	-1,320	0,853	-0,383	
03:20:14	-15,0	1,942	1,703	1,791	-0,704	0,689	1,315	-0,604	1,115	0,227	0,263	0,246	0,079	-5,545	-1,347	0,841	-0,424	
03:21:14	-15,3	1,087	1,123	1,211	-1,165	0,285	0,926	-1,027	0,645	-0,053	-0,022	-0,014	-0,182	-5,897	-1,668	0,416	-1,027	
03:22:14	-15,5	0,138	0,316	0,456	-1,806	-0,324	0,367	-1,591	0,042	-0,356	-0,340	-0,292	-0,491	-6,292	-2,039	-0,096	-1,646	
03:23:14	-15,5	-0,624	-0,378	-0,171	-2,373	-0,839	-0,126	-2,069	-0,478	-0,567	-0,545	-0,484	-0,680	-6,552	-2,391	-0,543	-2,159	
03:24:14	-15,3	-1,111	-0,851	-0,640	-2,779	-1,203	-0,475	-2,407	-0,806	-0,672	-0,633	-0,544	-0,752	-6,654	-2,546	-0,806	-2,483	
03:25:14	-15,0	-1,223	-1,008	-0,771	-2,937	-1,333	-0,607	-2,523	-0,894	-0,592	-0,598	-0,503	-0,706	-6,615	-2,594	-0,854	-2,555	
03:26:14	-14,6	-1,185	-0,971	-0,741	-2,925	-1,327	-0,609	-2,512	-0,877	-0,487	-0,490	-0,418	-0,635	-6,489	-2,559	-0,836	-2,542	
03:27:14	-14,3	-1,092	-0,968	-0,697	-2,885	-1,318	-0,569	-2,488	-0,841	-0,424	-0,383	-0,338	-0,546	-6,399	-2,528	-0,787	-2,475	
03:28:14	-14,0	-0,832	-0,740	-0,545	-2,729	-1,179	-0,442	-2,332	-0,632	-0,299	-0,271	-0,221	-0,505	-6,262	-2,372	-0,625	-2,264	
03:29:14	-13,8	0,137	-0,002	0,184	-2,151	-0,620	0,086	-1,824	-0,078	-0,027	0,008	-0,001	-0,227	-5,899	-2,007	-0,130	-1,605	
03:30:14	-13,8	1,029	0,769	0,902	-1,516	-0,033	0,636	-1,280	0,491	0,229	0,248	0,228	-0,018	-5,585	-1,642	0,360	-0,997	
03:31:14	-14,0	1,587	1,291	1,388	-1,053	0,363	1,041	-0,901	0,902	0,319	0,380	0,321	0,108	-5,438	-1,432	0,682	-0,606	
03:32:14	-14,4	1,867	1,606	1,665	-0,803	0,617	1,237	-0,672	1,080	0,321	0,361	0,314	0,132	-5,417	-1,330	0,820	-0,465	
03:33:14	-14,8	1,996	1,727	1,784	-0,697	0,707	1,326	-0,591	1,156	0,268	0,306	0,277	0,105	-5,503	-1,311	0,844	-0,402	
03:34:14	-15,2	1,292	1,271	1,319	-1,066	0,381	1,010	-0,907	0,752	0,019	0,056	0,053	-0,139	-5,821	-1,578	0,495	-0,924	
03:35:14	-15,4	0,307	0,458	0,588	-1,690	-0,228	0,461	-1,509	0,127	-0,297	-0,280	-0,225	-0,445	-6,213	-2,003	-0,014	-1,542	
03:36:14	-15,5	-0,486	-0,251	-0,055	-2,280	-0,742	-0,054	-1,975	-0,395	-0,537	-0,533	-0,430	-0,663	-6,512	-2,341	-0,480	-2,095	
03:37:14	-15,3	-1,036	-0,771	-0,558	-2,689	-1,142	-0,428	-2,364	-0,730	-0,631	-0,631	-0,536	-0,733	-6,666	-2,548	-0,768	-2,449	
03:38:14	-15,0	-1,211	-0,977	-0,729	-2,902	-1,308	-0,588	-2,512	-0,888	-0,607	-0,580	-0,512	-0,713	-6,628	-2,625	-0,862	-2,581	
03:39:14	-14,6	-1,197	-0,986	-0,779	-2,939	-1,353	-0,617	-2,529	-0,882	-0,533	-0,487	-0,447	-0,656	-6,539	-2,573	-0,828	-2,550	
03:40:14	-14,3	-1,129	-0,947	-0,718	-2,894	-1,322	-0,591	-2,518	-0,840	-0,438	-0,433	-0,345	-0,601	-6,414	-2,521	-0,800	-2,512	
03:41:14	-14,0	-0,910	-0,794	-0,605	-2,780	-1,200	-0,473	-2,414	-0,693	-0,318	-0,299	-0,250	-0,488	-6,255	-2,425	-0,673	-2,327	
03:42:14	-13,8	-0,021	-0,120	0,090	-2,265	-0,728	-0,019	-1,927	-0,174	-0,068	-0,034	-0,039	-0,271	-5,950	-2,094	-0,236	-1,713	
03:43:14	-13,8	0,918	0,671	0,823	-1,611	-0,125	0,583	-1,377	0,429	0,184	0,227	0,189	-0,053	-5,606	-1,725	0,288	-1,086	
03:44:14	-14,0	1,493	1,232	1,352	-1,119	0,326	0,975	-0,946	0,849	0,321	0,355	0,314	0,097	-5,466	-1,457	0,620	-0,678	
03:45:14	-14,3	1,826	1,556	1,623	-0,835	0,583	1,212	-0,691	1,034	0,321	0,365	0,343	0,107	-5,438	-1,348	0,783	-0,505	
03:46:14	-14,7	1,994	1,737	1,800	-0,703	0,708	1,297	-0,602	1,164	0,277	0,288	0,292	0,083	-5,512	-1,320	0,866	-0,414	
03:47:14	-15,1	1,378	1,332	1,413	-1,001	0,425	1,070	-0,879	0,808	0,069	0,088	0,078	-0,139	-5,762	-1,576	0,535	-0,910	
03:48:14	-15,4	0,407	0,522	0,672	-1,647	-0,163	0,519	-1,446	0,216	-0,269	-0,246	-0,219	-0,392	-6,183	-1,959	0,032	-1,519	
03:49:14	-15,4	-0,415	-0,176	-0,031	-2,196	-0,707	0,020	-1,931	-0,350	-0,509	-0,506	-0,422	-0,612	-6,495	-2,319	-0,435	-2,040	
03:50:14	-15,3	-1,026	-0,733	-0,509	-2,668	-1,113	-0,391	-2,352	-0,736	-0,607	-0,581	-0,532	-0,735	-6,646	-2,523	-0,717	-2,434	
03:51:14	-15,0	-1,202	-0,968	-0,710	-2,888	-1,306	-0,586	-2,518	-0,876	-0,594	-0,609	-0,527	-0,725	-6,630	-2,613	-0,863	-2,557	
03:52:14	-14,6	-1,201	-1,002	-0,741	-2,906	-1,342	-0,608	-2,548	-0,876	-0,544	-0,527	-0,444	-0,679	-6,566	-2,594	-0,844	-2,545	
03:53:14	-14,3	-1,122	-0,960	-0,714	-2,918	-1,315	-0,598	-2,508	-0,827	-0,455	-0,445	-0,359	-0,587	-6,430	-2,545	-0,783	-2,510	
03:54:14	-14,0	-0,937	-0,808	-0,618	-2,798	-1,258	-0,487	-2,405	-0,718	-0,329	-0,332	-0,250	-0,502	-6,307	-2,456	-0,696	-2,360	
03:55:14	-13,8	-0,087	-0,158	0,048	-2,279	-0,760	-0,055	-1,953	-0,197	-0,060	-0,049	-0,047	-0,284	-5,991	-2,137	-0,250	-1,778	
03:56:14	-13,7	0,859	0,636	0,785	-1,631	-0,159	0,525	-1,382	0,391	0,178	0,200	0,172	-0,092	-5,645	-1,756	0,238	-1,154	
03:57:14	-13,9	1,447	1,215	1,281	-1,150	0,301	0,927	-0,976	0,823	0,296	0,351	0,291	0,078	-5,478	-1,516	0,576	-0,741	
03:58:14	-14,3	1,793	1,548	1,613	-0,890	0,552	1,195	-0,727	1,038	0,350	0,355	0,319	0,093	-5,454	-1,394	0,790	-0,524	
03:59:14	-14,7	1,976	1,714	1,799	-0,695	0,687	1,323	-0,629	1,172	0,265	0,303	0,275	0,062	-5,519	-1,337	0,858	-0,447	
04:00:14	-15,1	1,534	1,412	1,479	-0,919	0,479	1,124	-0,834	0,880	0,106	0,122	0,105	-0,100	-5,721	-1,525	0,588	-0,796	
04:01:14	-15,4	0,544	0,661	0,766	-1,535	-0,073	0,619	-1,365	0,277	-0,245	-0,217	-0,175	-0,391	-6,149	-1,937	0,083	-1,436	
04:02:14	-15,4	-0,283	-0,074	0,113	-2,123	-0,635	0,100	-1,882	-0,269	-0,485	-0,473	-0,410	-0,597	-6,501	-2,277	-0,388	-1,978	
04:03:14	-15,3	-0,926	-0,653	-0,430	-2,604	-1,058	-0,344	-2,287	-0,674	-0,620	-0,627	-0,512	-0,742	-6,629	-2,519	-0,681	-2,397	
04:04:14	-15,0	-1,186	-0,925	-0,715	-2,860	-1,283	-0,560	-2,516	-0,872	-0,631	-0,609	-0,549	-0,746	-6,678	-2,598	-0,845	-2,567	
04:05:14	-14,7	-1,196	-0,998	-0,761	-2,927	-1,349	-0,597	-2,538	-0,908	-0,542	-0,549	-0,448	-0,689	-6,576	-2,611	-0,814	-2,565	
04:06:14	-14,4	-1,126	-0,945	-0,728	-2,928	-1,323	-0,592	-2,516	-0,833	-0,446	-0,449	-0,355	-0,583	-6,479	-2,558	-0,805	-2,513	
04:07:14	-14,0	-1,036	-0,866	-0,636	-2,842	-1,263	-0,547	-2,468	-0,739	-0,360	-0,344	-0,270	-0,520	-6,335	-2,482	-0,713	-2,435	
04:08:14	-13,8	-0,257	-0,305	-0,104	-2,392	-0,855	-0,131	-2,047	-0,304	-0,136	-0,083	-0,099	-0,325	-6,057	-2,203	-0,327	-1,881	
04:09:14	-13,8	0,729	0,515	0,659	-1,719	-0,235	0,447	-1,485	0,324	0,155	0,186	0,159	-0,090	-5,688	-1,840	0,208	-1,254	
04:10:14	-13,9	1,372	1,107	1,224	-1,218	0,202	0,867	-1,043	0,762	0,289	0,327	0,283	0,045	-5,505	-1,533	0,575	-0,838	
04:11:14	-14,2	1,719	1,481	1,579	-0,908	0,536	1,160	-0,775	1,047	0,321	0,363	0,318	0,080	-5,488	-1,405	0,772	-0,586	
04:12:14	-14,6	1,955	1,660	1,740	-0,723	0,650	1,285	-0,644	1,125	0,277	0,304	0,280	0,053	-5,529	-1,382	0,813	-0,487	
04:13:14	-15,1	1,611	1,484	1,561	-0,851	0,536	1,184	-0,791	0,937	0,128	0,184	0,155	-0,103	-5,717	-1,522	0,641	-0,774	
04:14:14	-15,3	0,664	0,743	0,853	-1,456	0,008	0,673	-1,301	0,397	-0,200	-0,195	-0,165	-0,342	-6,098	-1,889	0,150	-1,396	
04:15:14	-15,4	-0,216	-0,005	0,169	-2,072	-0,570	0,132	-1,831	-0,191	-0,466	-0,477	-0,377	-0,596	-6,438	-2,243	-0,332	-1,959	
04:16:14	-15,3	-0,845	-0,568	-0,395	-2,561	-1,018	-0,291	-2,270	-0,643	-0,624	-0,622	-0,507	-0,726	-6,636	-2,487	-0,660	-2,368	
04:17:14	-15,1	-1,220	-0,927	-0,712	-2,873	-1,277	-0,553	-2,497	-0,852	-0,604	-0,601	-0,532	-0,763	-6,663	-2,629	-0,837	-2,580	
04:18:14	-14,7	-1,185	-0,968	-0,765	-2,939	-1,323	-0,596	-2,552	-0,864	-0,565	-0,536	-0,478	-0,693	-6,573	-2,586	-0,818	-2,584	
04:19:15	-14,4	-1,139	-0,935	-0,718	-2,930	-1,344	-0,602	-2,523	-0,840	-0,471	-0,437	-0,390	-0,607	-6,479	-2,568	-0,804	-2,559	
04:20:14	-14,1	-1,098	-0,920	-0,692	-2,868	-1,308	-0,538	-2,471	-0,771	-0,352	-0,367	-0,304	-0,563	-6,349	-2,510	-0,762	-2,498	
04:21:15	-13,8	-0,557	-0,508	-0,335	-2,579	-1,025	-0,263	-2,187	-0,466	-0,208	-0,178	-0,157	-0,391	-6,150	-2,317	-0,466	-2,103	
04:22:15	-13,7	0,476	0,312	0,460	-1,916	-0,417	0,269	-1,637	0,169	0,080	0,112	0,087	-0,148	-5,782	-1,917	0,039	-1,459	
04:23:15	-13,8	1,201	0,981	1,078	-1,371	0,107	0,794	-1,149	0,649	0,252	0,298	0,266	0,035	-5,535	-1,605	0,450	-0,952	
04:24:15	-14,1	1,671	1,406	1,496	-0,967	0,442	1,116	-0,806	0,971	0,319	0,359	0,302	0,057	-5,455	-1,435	0,686	-0,676	
04:25:15	-14,5	1,903	1,629	1,699	-0,763	0,640	1,262	-0,690	1,126	0,295	0,323	0,271	0,087	-5,481	-1,372	0,813	-0,539	
04:26:15	-14,9	1,889	1,658	1,757	-0,745	0,658	1,297	-0,639	1,123	0,201	0,235	0,197	-0,027	-5,608	-1,426	0,758	-0,621	
04:27:15	-15,3	1,040	1,063	1,128	-1,210	0,222	0,896	-1,088	0,607	-0,098	-0,045	-0,085	-0,262	-5,935	-1,755	0,349	-1,178	
04:28:15	-15,4	0,103	0,292	0,438	-1,838	-0,354	0,333	-1,654	0,031	-0,378	-0,387	-0,317	-0,533	-6,309	-2,143	-0,174	-1,778	
04:29:15	-15,4	-0,633	-0,367	-0,180	-2,380	-0,849	-0,132	-2,106	-0,492	-0,583	-0,547	-0,507	-0,698	-6,574	-2,434	-0,567	-2,240	
04:30:15	-15,2	-1,074	-0,808	-0,604	-2,743	-1,199	-0,461	-2,411	-0,817	-0,647	-0,636	-0,532	-0,772	-6,664	-2,606	-0,783	-2,544	
04:31:15	-14,9	-1,170	-0,974	-0,734	-2,899	-1,330	-0,587	-2,542	-0,867	-0,593	-0,559	-0,495	-0,715	-6,620	-2,651	-0,834	-2,617	
04:32:15	-14,6	-1,160	-0,950	-0,724	-2,927	-1,353	-0,606	-2,530	-0,876	-0,516	-0,488	-0,394	-0,651	-6,511	-2,579	-0,807	-2,593	
04:33:15	-14,2	-1,087	-0,926	-0,693	-2,875	-1,309	-0,586	-2,482	-0,779	-0,431	-0,412	-0,329	-0,548	-6,406	-2,537	-0,764	-2,510	
04:34:15	-13,9	-0,932	-0,804	-0,572	-2,769	-1,205	-0,485	-2,404	-0,685	-0,325	-0,302	-0,262	-0,465	-6,284	-2,454	-0,654	-2,382	
04:35:15	-13,7	-0,089	-0,179	0,035	-2,283	-0,773	-0,046	-1,954	-0,205	-0,088	-0,050	-0,060	-0,313	-5,990	-2,143	-0,250	-1,818	
04:36:15	-13,7	0,815	0,630	0,745	-1,665	-0,165	0,504	-1,427	0,386	0,162	0,203	0,178	-0,118	-5,666	-1,833	0,227	-1,250	
04:37:15	-13,9	1,456	1,170	1,277	-1,156	0,282	0,925	-1,004	0,800	0,295	0,331	0,295	0,043	-5,465	-1,528	0,574	-0,826	
04:38:15	-14,2	1,812	1,519	1,621	-0,869	0,538	1,189	-0,724	1,064	0,325	0,349	0,305	0,077	-5,444	-1,411	0,759	-0,623	
04:39:15	-14,6	1,940	1,687	1,754	-0,703	0,659	1,315	-0,635	1,151	0,248	0,300	0,249	0,030	-5,515	-1,386	0,840	-0,518	
04:40:15	-15,0	1,503	1,408	1,479	-0,923	0,458	1,131	-0,835	0,869	0,084	0,077	0,112	-0,136	-5,749	-1,604	0,559	-0,898	
04:41:15	-15,3	0,566	0,652	0,754	-1,546	-0,062	0,598	-1,374	0,298	-0,236	-0,248	-0,195	-0,405	-6,148	-1,972	0,078	-1,498	
04:42:15	-15,4	-0,278	-0,074	0,076	-2,120	-0,627	0,084	-1,895	-0,260	-0,470	-0,481	-0,418	-0,613	-6,479	-2,301	-0,403	-2,077	
04:43:15	-15,3	-0,930	-0,636	-0,430	-2,619	-1,080	-0,315	-2,297	-0,674	-0,625	-0,587	-0,513	-0,748	-6,643	-2,525	-0,718	-2,428	
04:44:15	-15,0	-1,131	-0,888	-0,669	-2,838	-1,257	-0,538	-2,474	-0,795	-0,597	-0,574	-0,526	-0,748	-6,620	-2,614	-0,807	-2,559	
04:45:15	-14,7	-0,864	-0,702	-0,489	-2,698	-1,107	-0,360	-2,313	-0,615	-0,458	-0,414	-0,367	-0,623	-6,483	-2,494	-0,610	-2,345	
04:46:15	-14,5	-0,612	-0,542	-0,321	-2,529	-1,005	-0,276	-2,216	-0,530	-0,318	-0,302	-0,286	-0,532	-6,413	-2,380	-0,508	-2,207	
04:47:15	-14,3	-0,509	-0,399	-0,205	-2,469	-0,899	-0,175	-2,149	-0,450	-0,267	-0,226	-0,177	-0,448	-6,130	-2,283	-0,417	-2,116	
04:48:15	-14,2	-0,425	-0,346	-0,139	-2,389	-0,855	-0,146	-2,089	-0,382	-0,227	-0,200	-0,148	-0,465	-5,968	-2,266	-0,373	-2,076	
04:49:15	-14,1	-0,395	-0,285	-0,120	-2,337	-0,854	-0,107	-2,068	-0,380	-0,221	-0,195	-0,181	-0,456	-5,796	-2,298	-0,371	-2,078	
04:50:15	-13,9	-0,342	-0,273	-0,067	-2,283	-0,830	-0,120	-2,056	-0,372	-0,257	-0,220	-0,206	-0,474	-5,669	-2,297	-0,366	-2,072	
04:51:15	-13,8	-0,337	-0,254	-0,079	-2,267	-0,806	-0,080	-2,032	-0,365	-0,301	-0,261	-0,255	-0,471	-5,541	-2,295	-0,404	-2,114	
04:52:15	-13,7	-0,346	-0,255	-0,066	-2,233	-0,823	-0,092	-2,024	-0,352	-0,360	-0,304	-0,263	-0,518	-5,451	-2,316	-0,404	-2,120	
04:53:15	-13,6	-0,319	-0,275	-0,088	-2,239	-0,822	-0,092	-2,042	-0,363	-0,380	-0,323	-0,262	-0,530	-5,351	-2,337	-0,444	-2,123	
04:54:15	-13,5	-0,454	-0,332	-0,191	-2,324	-0,939	-0,192	-2,131	-0,501	-0,482	-0,484	-0,392	-0,654	-5,320	-2,528	-0,689	-2,655	
04:55:15	-12,8	-4,535	-3,556	-3,242	-4,815	-3,299	-2,419	-4,335	-2,883	-1,461	-1,484	-1,247	-1,488	-5,956	-3,964	-2,615	-5,002	
04:56:15	-11,8	-3,847	-3,357	-2,998	-4,777	-3,243	-2,387	-4,287	-2,677	-1,270	-1,257	-1,129	-1,394	-5,784	-3,823	-2,432	-4,568	
04:57:15	-10,8	-2,243	-2,140	-1,849	-3,761	-2,308	-1,534	-3,403	-1,678	-0,643	-0,599	-0,561	-0,841	-5,322	-3,121	-1,570	-3,443	
04:58:15	-10,2	-0,761	-0,855	-0,639	-2,683	-1,327	-0,593	-2,436	-0,633	-0,049	-0,050	-0,029	-0,339	-4,644	-2,384	-0,666	-2,318	
04:59:15	-10,0	0,494	0,239	0,398	-1,760	-0,488	0,233	-1,615	0,232	0,344	0,386	0,321	0,026	-4,210	-1,842	0,105	-1,381	
05:00:15	-10,2	1,337	1,041	1,135	-1,073	0,155	0,820	-1,020	0,797	0,546	0,562	0,521	0,218	-4,043	-1,464	0,602	-0,806	
05:01:15	-10,6	1,919	1,579	1,657	-0,628	0,582	1,236	-0,613	1,192	0,630	0,645	0,591	0,315	-4,051	-1,202	0,930	-0,403	
05:02:15	-11,1	2,240	1,941	1,955	-0,317	0,857	1,520	-0,347	1,405	0,615	0,641	0,587	0,323	-4,145	-1,095	1,121	-0,145	
05:03:15	-11,7	2,464	2,147	2,169	-0,129	1,032	1,626	-0,201	1,517	0,533	0,604	0,539	0,274	-4,249	-0,988	1,217	-0,009	
05:04:15	-12,3	2,549	2,225	2,267	-0,057	1,098	1,717	-0,168	1,559	0,458	0,526	0,458	0,221	-4,400	-0,981	1,241	0,040	
05:05:15	-13,0	2,583	2,283	2,324	0,009	1,144	1,751	-0,117	1,557	0,378	0,430	0,364	0,155	-4,564	-1,024	1,214	0,012	
05:06:15	-13,6	2,543	2,250	2,299	-0,009	1,143	1,731	-0,148	1,522	0,262	0,331	0,268	0,051	-4,743	-1,098	1,159	-0,072	
05:07:15	-14,3	2,436	2,178	2,227	-0,065	1,104	1,705	-0,158	1,466	0,181	0,243	0,191	-0,044	-4,956	-1,140	1,080	-0,135	
05:08:15	-14,9	2,357	2,117	2,177	-0,127	1,032	1,650	-0,224	1,389	0,087	0,143	0,110	-0,083	-5,112	-1,213	1,036	-0,234	
05:09:15	-15,4	2,276	2,055	2,113	-0,217	0,990	1,590	-0,253	1,312	-0,039	0,053	0,041	-0,143	-5,269	-1,270	0,946	-0,340	
05:10:15	-15,9	1,868	1,746	1,801	-0,471	0,767	1,381	-0,506	1,074	-0,157	-0,101	-0,078	-0,264	-5,540	-1,466	0,667	-0,673	
05:11:15	-16,2	0,734	0,836	0,953	-1,197	0,084	0,745	-1,136	0,370	-0,463	-0,414	-0,362	-0,566	-5,948	-1,878	0,104	-1,451	
05:12:15	-16,3	-0,319	-0,058	0,096	-1,971	-0,593	0,114	-1,798	-0,327	-0,706	-0,676	-0,603	-0,790	-6,316	-2,316	-0,463	-2,135	
05:13:15	-16,1	-1,101	-0,761	-0,541	-2,553	-1,127	-0,417	-2,267	-0,817	-0,839	-0,818	-0,729	-0,940	-6,570	-2,598	-0,894	-2,628	
05:14:15	-15,8	-1,464	-1,176	-0,927	-2,917	-1,468	-0,707	-2,564	-1,070	-0,842	-0,854	-0,735	-0,953	-6,671	-2,769	-1,092	-2,874	
05:15:15	-15,4	-1,464	-1,252	-1,028	-3,039	-1,539	-0,814	-2,630	-1,097	-0,750	-0,733	-0,647	-0,894	-6,539	-2,735	-1,098	-2,885	
05:16:15	-14,9	-1,423	-1,188	-0,935	-3,020	-1,532	-0,757	-2,595	-1,041	-0,619	-0,592	-0,512	-0,777	-6,439	-2,651	-1,024	-2,772	
05:17:15	-14,5	-0,826	-0,763	-0,550	-2,705	-1,186	-0,492	-2,300	-0,671	-0,375	-0,370	-0,311	-0,561	-6,196	-2,423	-0,708	-2,344	
05:18:15	-14,4	0,270	0,149	0,306	-1,976	-0,536	0,174	-1,659	0,027	-0,032	0,018	0,025	-0,267	-5,760	-1,933	-0,077	-1,585	
05:19:15	-14,4	1,071	0,813	0,976	-1,383	0,016	0,663	-1,158	0,551	0,176	0,230	0,221	-0,058	-5,460	-1,574	0,388	-1,015	
05:20:15	-14,7	1,586	1,318	1,411	-0,998	0,394	1,036	-0,805	0,891	0,285	0,344	0,330	0,055	-5,366	-1,364	0,683	-0,663	
05:21:15	-15,0	1,862	1,607	1,688	-0,708	0,633	1,252	-0,593	1,105	0,264	0,324	0,307	0,095	-5,384	-1,300	0,836	-0,504	
05:22:15	-15,5	1,904	1,679	1,741	-0,702	0,699	1,314	-0,551	1,111	0,215	0,287	0,240	0,045	-5,499	-1,321	0,828	-0,537	
05:23:15	-15,8	1,000	1,024	1,122	-1,181	0,234	0,880	-1,023	0,591	-0,063	-0,058	-0,016	-0,225	-5,882	-1,663	0,342	-1,181	
05:24:15	-16,0	-0,012	0,219	0,347	-1,838	-0,402	0,286	-1,595	-0,082	-0,405	-0,370	-0,325	-0,541	-6,279	-2,089	-0,205	-1,849	
05:25:15	-15,9	-0,780	-0,503	-0,326	-2,448	-0,925	-0,252	-2,122	-0,586	-0,642	-0,607	-0,538	-0,753	-6,580	-2,451	-0,686	-2,396	
05:26:15	-15,7	-1,283	-0,989	-0,770	-2,880	-1,339	-0,605	-2,479	-0,929	-0,734	-0,677	-0,595	-0,841	-6,703	-2,650	-0,939	-2,739	
05:27:15	-15,3	-1,410	-1,159	-0,932	-3,015	-1,479	-0,730	-2,604	-1,019	-0,655	-0,645	-0,558	-0,818	-6,660	-2,679	-1,027	-2,799	
05:28:15	-14,9	-1,334	-1,126	-0,903	-3,018	-1,477	-0,740	-2,579	-0,958	-0,536	-0,554	-0,492	-0,723	-6,564	-2,650	-0,973	-2,762	
05:29:15	-14,5	-1,239	-1,045	-0,855	-2,998	-1,415	-0,669	-2,532	-0,902	-0,457	-0,451	-0,405	-0,657	-6,443	-2,588	-0,894	-2,679	
05:30:15	-14,2	-0,979	-0,883	-0,676	-2,839	-1,281	-0,538	-2,414	-0,742	-0,341	-0,318	-0,293	-0,561	-6,303	-2,459	-0,758	-2,456	
05:31:15	-13,9	-0,030	-0,163	0,029	-2,249	-0,724	-0,039	-1,897	-0,175	-0,080	-0,014	-0,034	-0,335	-5,955	-2,076	-0,233	-1,786	
05:32:15	-13,9	0,932	0,682	0,806	-1,596	-0,118	0,572	-1,327	0,450	0,201	0,256	0,216	-0,040	-5,577	-1,668	0,312	-1,145	
05:33:15	-14,2	1,514	1,260	1,325	-1,079	0,331	1,003	-0,876	0,853	0,320	0,389	0,345	0,084	-5,404	-1,402	0,675	-0,712	
05:34:16	-14,5	1,842	1,593	1,665	-0,797	0,609	1,234	-0,640	1,089	0,359	0,428	0,364	0,132	-5,395	-1,297	0,842	-0,507	
05:35:16	-15,0	1,953	1,704	1,790	-0,675	0,715	1,332	-0,542	1,171	0,292	0,347	0,327	0,111	-5,473	-1,291	0,883	-0,469	
05:36:16	-15,4	1,211	1,184	1,257	-1,076	0,340	0,971	-0,938	0,759	0,038	0,062	0,076	-0,164	-5,807	-1,603	0,489	-1,032	
05:37:16	-15,6	0,208	0,362	0,487	-1,753	-0,297	0,390	-1,541	0,084	-0,321	-0,312	-0,251	-0,478	-6,242	-2,044	-0,091	-1,749	
05:38:16	-15,6	-0,594	-0,371	-0,194	-2,361	-0,847	-0,126	-2,041	-0,473	-0,560	-0,538	-0,466	-0,720	-6,584	-2,389	-0,579	-2,304	
05:39:16	-15,4	-1,132	-0,871	-0,645	-2,781	-1,220	-0,502	-2,433	-0,830	-0,645	-0,654	-0,546	-0,800	-6,727	-2,643	-0,879	-2,673	
05:40:16	-15,1	-1,326	-1,089	-0,850	-2,977	-1,395	-0,663	-2,567	-0,971	-0,635	-0,652	-0,546	-0,796	-6,714	-2,684	-0,955	-2,779	
05:41:16	-14,7	-1,256	-1,072	-0,850	-2,975	-1,434	-0,695	-2,566	-0,925	-0,552	-0,537	-0,466	-0,745	-6,603	-2,649	-0,952	-2,735	
05:42:16	-14,3	-1,171	-0,997	-0,779	-2,958	-1,376	-0,622	-2,543	-0,873	-0,460	-0,434	-0,392	-0,655	-6,481	-2,607	-0,858	-2,674	
05:43:16	-14,0	-0,870	-0,757	-0,586	-2,795	-1,213	-0,450	-2,379	-0,673	-0,323	-0,309	-0,278	-0,550	-6,319	-2,455	-0,709	-2,439	
05:44:16	-13,8	0,153	0,037	0,200	-2,162	-0,604	0,096	-1,813	-0,050	-0,030	0,008	-0,025	-0,289	-5,920	-2,064	-0,130	-1,692	
